team1,team2,outcome
"['Tyranitar', 'Ogerpon-Cornerstone', 'Raging Bolt', 'Flutter Mane', 'Garganacl', 'Amoonguss']","['Snorlax', 'Indeedee-F', 'Iron Crown', 'Urshifu-*', 'Ogerpon-Hearthflame', 'Annihilape']",1
"['Flutter Mane', 'Kingambit', 'Incineroar', 'Iron Bundle', 'Landorus', 'Ogerpon-Wellspring']","['Archaludon', 'Pelipper', 'Landorus', 'Ogerpon-Wellspring', 'Flutter Mane', 'Baxcalibur']",0
"['Zoroark-Hisui', 'Goodra-Hisui', 'Milotic', 'Ogerpon-Hearthflame', 'Urshifu-*', 'Flutter Mane']","['Roaring Moon', 'Chi-Yu', 'Ogerpon-Wellspring', 'Kommo-o', 'Flutter Mane', 'Squawkabilly']",0
"['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Urshifu-*', 'Rillaboom', 'Entei']","['Tornadus', 'Archaludon', 'Chi-Yu', 'Ogerpon-Wellspring', 'Flutter Mane', 'Urshifu-*']",0
"['Whimsicott', 'Terrakion', 'Gholdengo', 'Dragonite', 'Incineroar', 'Milotic']","['Toxtricity', 'Flutter Mane', 'Orthworm', 'Iron Bundle', 'Raging Bolt', 'Pincurchin']",1
"['Clodsire', 'Sableye', 'Maushold', 'Suicune', 'Gouging Fire', 'Urshifu-*']","['Flutter Mane', 'Glimmora', 'Ogerpon-Wellspring', 'Chi-Yu', 'Urshifu-*', 'Tornadus']",1
"['Incineroar', 'Gholdengo', 'Ogerpon-Wellspring', 'Porygon2', 'Raging Bolt', 'Landorus']","['Ursaluna', 'Mimikyu', 'Iron Hands', 'Amoonguss', 'Veluza', 'Rillaboom']",0
"['Urshifu-*', 'Ogerpon-Hearthflame', 'Tornadus', 'Flutter Mane', 'Gholdengo', 'Landorus-Therian']","['Dachsbun', 'Chi-Yu', 'Thundurus', 'Rillaboom', 'Flutter Mane', 'Ogerpon-Wellspring']",1
"['Ogerpon', 'Farigiraf', 'Thundurus-Therian', 'Gouging Fire', 'Indeedee', 'Tornadus']","['Urshifu-*', 'Flutter Mane', 'Ogerpon-Hearthflame', 'Incineroar', 'Rillaboom', 'Ting-Lu']",0
"['Zapdos-Galar', 'Regieleki', 'Dragapult', 'Ogerpon-Wellspring', 'Incineroar', 'Ursaluna-Bloodmoon']","['Blastoise', 'Dragonite', 'Chien-Pao', 'Sinistcha-Masterpiece', 'Iron Treads', 'Iron Moth']",1
"['Psyduck', 'Sneasler', 'Ogerpon-Wellspring', 'Flutter Mane', 'Chi-Yu', 'Whimsicott']","['Raging Bolt', 'Ogerpon-Hearthflame', 'Rillaboom', 'Flutter Mane', 'Landorus', 'Urshifu-*']",0
"['Rillaboom', 'Urshifu-*', 'Corviknight', 'Regieleki', 'Spectrier', 'Glastrier']","['Goodra-Hisui', 'Suicune', 'Glimmora', 'Flutter Mane', 'Incineroar', 'Rillaboom']",0
"['Farigiraf', 'Urshifu-*', 'Flutter Mane', 'Regieleki', 'Pelipper', 'Archaludon']","['Oranguru', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Indeedee-F', 'Ogerpon', 'Arboliva']",0
"['Exeggutor', 'Torkoal', 'Flutter Mane', 'Incineroar', 'Raging Bolt', 'Tornadus']","['Tornadus', 'Tsareena', 'Toxtricity', 'Politoed', 'Basculegion', 'Archaludon']",0
"['Magmar', 'Gastrodon', 'Incineroar', 'Flutter Mane', 'Zapdos-Galar', 'Metagross']","['Raikou', 'Garganacl', 'Ogerpon-Wellspring', 'Flutter Mane', 'Kingambit', 'Salamence']",1
"['Iron Crown', 'Indeedee-F', 'Dondozo', 'Tatsugiri', 'Glimmora', 'Flutter Mane']","['Raging Bolt', 'Kingambit', 'Chien-Pao', 'Urshifu-*', 'Ogerpon-Hearthflame', 'Amoonguss']",1
"['Torkoal', 'Walking Wake', 'Sableye', 'Venusaur', 'Raging Bolt', 'Gouging Fire']","['Lokix', 'Amoonguss', 'Articuno-Galar', 'Entei', 'Ogerpon-Wellspring', 'Snorlax']",0
"['Tinkaton', 'Tornadus', 'Regieleki', 'Archaludon', 'Flutter Mane', 'Incineroar']","['Torkoal', 'Farigiraf', 'Gastrodon', 'Flutter Mane', 'Breloom', 'Maushold-Four']",0
"['Farigiraf', 'Urshifu-*', 'Flutter Mane', 'Regieleki', 'Pelipper', 'Archaludon']","['Urshifu-*', 'Scream Tail', 'Primarina', 'Incineroar', 'Ursaluna-Bloodmoon', 'Sinistcha']",0
"['Glimmora', 'Flutter Mane', 'Moltres', 'Overqwil', 'Okidogi', 'Baxcalibur']","['Ursaluna-Bloodmoon', 'Tornadus', 'Farigiraf', 'Iron Hands', 'Ogerpon-Hearthflame', 'Urshifu-*']",1
"['Volcarona', 'Rillaboom', 'Incineroar', 'Urshifu-*', 'Raging Bolt', 'Chien-Pao']","['Latias', 'Urshifu-*', 'Blaziken', 'Ogerpon-Wellspring', 'Flutter Mane', 'Gholdengo']",0
"['Hatterene', 'Dragalge', 'Indeedee-F', 'Gouging Fire', 'Whimsicott', 'Urshifu-*']","['Incineroar', 'Flutter Mane', 'Raging Bolt', 'Torkoal', 'Tornadus', 'Walking Wake']",0
"['Scrafty', 'Metagross', 'Porygon2', 'Araquanid', 'Hydrapple', 'Flutter Mane']","['Landorus', 'Ogerpon-Wellspring', 'Flutter Mane', 'Rillaboom', 'Kingambit', 'Gouging Fire']",1
"['Flutter Mane', 'Typhlosion-Hisui', 'Skeledirge', 'Dragapult', 'Sableye', 'Dusclops']","['Charjabug', 'Flutter Mane', 'Abomasnow', 'Chi-Yu', 'Baxcalibur', 'Garganacl']",1
"['Hawlucha', 'Indeedee-F', 'Armarouge', 'Amoonguss', 'Urshifu-*', 'Incineroar']","['Dachsbun', 'Chi-Yu', 'Thundurus', 'Rillaboom', 'Flutter Mane', 'Ogerpon-Wellspring']",0
"['Zoroark-Hisui', 'Goodra-Hisui', 'Milotic', 'Ogerpon-Hearthflame', 'Urshifu-*', 'Flutter Mane']","['Bronzong', 'Pelipper', 'Hydrapple', 'Incineroar', 'Rhyperior', 'Primarina']",1
"['Archaludon', 'Pelipper', 'Landorus', 'Ogerpon-Wellspring', 'Baxcalibur', 'Flutter Mane']","['Ogerpon-Hearthflame', 'Annihilape', 'Porygon2', 'Blastoise', 'Sylveon', 'Roaring Moon']",1
"['Kleavor', 'Shiftry', 'Okidogi', 'Slowbro', 'Dragapult', 'Indeedee']","['Politoed', 'Basculegion', 'Archaludon', 'Krookodile', 'Bronzong', 'Hatterene']",1
"['Kingambit', 'Gouging Fire', 'Flutter Mane', 'Ogerpon-Wellspring', 'Landorus', 'Rillaboom']","['Muk-Alola', 'Gyarados', 'Gouging Fire', 'Roaring Moon', 'Corviknight', 'Whimsicott']",1
"['Meowscarada', 'Ogerpon-Cornerstone', 'Chi-Yu', 'Indeedee-F', 'Ursaluna', 'Flutter Mane']","['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']",1
"['Urshifu-*', 'Scream Tail', 'Primarina', 'Incineroar', 'Ursaluna-Bloodmoon', 'Sinistcha']","['Moltres-Galar', 'Comfey', 'Tornadus', 'Raging Bolt', 'Entei', 'Ogerpon-Wellspring']",1
"['Raging Bolt', 'Ogerpon-Wellspring', 'Gholdengo', 'Incineroar', 'Rillaboom', 'Amoonguss']","['Oranguru', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Indeedee-F', 'Ogerpon', 'Arboliva']",0
"['Glimmora', 'Ogerpon-Wellspring', 'Gouging Fire', 'Zapdos-Galar', 'Farigiraf', 'Ting-Lu']","['Ting-Lu', 'Kommo-o', 'Porygon2', 'Incineroar', 'Amoonguss', 'Frosmoth']",1
"['Weezing', 'Toedscruel', 'Incineroar', 'Iron Hands', 'Urshifu-*', 'Flutter Mane']","['Ninetales-Alola', 'Farigiraf', 'Glaceon', 'Empoleon', 'Ogerpon-Hearthflame', 'Altaria']",0
"['Tyranitar', 'Ogerpon-Cornerstone', 'Raging Bolt', 'Flutter Mane', 'Garganacl', 'Amoonguss']","['Regice', 'Ninetales-Alola', 'Whimsicott', 'Okidogi', 'Arcanine-Hisui', 'Chien-Pao']",1
"['Psyduck', 'Sneasler', 'Ogerpon-Wellspring', 'Flutter Mane', 'Chi-Yu', 'Whimsicott']","['Latios', 'Flutter Mane', 'Incineroar', 'Okidogi', 'Chien-Pao', 'Landorus']",1
"['Gouging Fire', 'Chien-Pao', 'Dragapult', 'Flutter Mane', 'Rillaboom', 'Ogerpon-Wellspring']","['Chi-Yu', 'Flutter Mane', 'Indeedee-F', 'Iron Hands', 'Armarouge', 'Ogerpon-Wellspring']",1
"['Zapdos-Galar', 'Ogerpon-Hearthflame', 'Primarina', 'Incineroar', 'Raging Bolt', 'Farigiraf']","['Goodra-Hisui', 'Suicune', 'Glimmora', 'Flutter Mane', 'Incineroar', 'Rillaboom']",0
"['Dragonite', 'Chien-Pao', 'Flutter Mane', 'Entei', 'Ogerpon-Wellspring', 'Raging Bolt']","['Walking Wake', 'Meowstic', 'Tornadus', 'Rillaboom', 'Raging Bolt', 'Ogerpon-Hearthflame']",0
"['Sableye', 'Walking Wake', 'Venusaur', 'Chi-Yu', 'Whimsicott', 'Scream Tail']","['Krookodile', 'Farigiraf', 'Incineroar', 'Smeargle', 'Sinistcha-Masterpiece']",1
"['Bronzong', 'Toxtricity-Low-Key', 'Hydrapple', 'Incineroar', 'Rhyperior', 'Primarina']","['Glastrier', 'Sinistcha', 'Incineroar', 'Porygon2', 'Raging Bolt', 'Ting-Lu']",1
"['Flutter Mane', 'Typhlosion-Hisui', 'Skeledirge', 'Dragapult', 'Sableye', 'Dusclops']","['Incineroar', 'Farigiraf', 'Rillaboom', 'Ogerpon-Wellspring', 'Landorus', 'Gholdengo']",1
"['Whimsicott', 'Urshifu-*', 'Landorus', 'Raging Bolt', 'Incineroar', 'Flutter Mane']","['Ting-Lu', 'Dondozo', 'Gouging Fire', 'Kingambit', 'Flutter Mane', 'Urshifu-*']",1
"['Ogerpon-Wellspring', 'Baxcalibur', 'Articuno', 'Sinistcha', 'Ninetales-Alola', 'Incineroar']","['Palafin', 'Incineroar', 'Flutter Mane', 'Zapdos-Galar', 'Ting-Lu', 'Cresselia']",0
"['Snorlax', 'Indeedee-F', 'Iron Crown', 'Urshifu-*', 'Ogerpon-Hearthflame', 'Annihilape']","['Incineroar', 'Ogerpon-Wellspring', 'Tornadus', 'Urshifu-*', 'Dragonite', 'Raikou']",1
"['Annihilape', 'Incineroar', 'Rillaboom', 'Kingambit', 'Iron Bundle', 'Ninetales-Alola']","['Regigigas', 'Weezing', 'Basculegion', 'Rillaboom', 'Arcanine-Hisui', 'Hippowdon']",1
"['Raging Bolt', 'Rillaboom', 'Incineroar', 'Chien-Pao', 'Landorus', 'Urshifu-*']","['Gouging Fire', 'Brambleghast', 'Tornadus', 'Zapdos-Galar', 'Raging Bolt', 'Landorus-Therian']",1
"['Iron Bundle', 'Flutter Mane', 'Chi-Yu', 'Rillaboom', 'Annihilape', 'Maushold']","['Charjabug', 'Flutter Mane', 'Ninetales-Alola', 'Chi-Yu', 'Baxcalibur', 'Garganacl']",0
"['Moltres-Galar', 'Comfey', 'Tornadus', 'Raging Bolt', 'Entei', 'Ogerpon-Wellspring']","['Roaring Moon', 'Rillaboom', 'Flutter Mane', 'Raging Bolt', 'Landorus-Therian', 'Urshifu-*']",1
"['Hippowdon', 'Lycanroc-Midnight', 'Dugtrio-Alola', 'Tyranitar', 'Kingambit', 'Baxcalibur']","['Kingambit', 'Gouging Fire', 'Flutter Mane', 'Ogerpon-Wellspring', 'Landorus', 'Rillaboom']",1
"['Gouging Fire', 'Chien-Pao', 'Dragapult', 'Flutter Mane', 'Rillaboom', 'Ogerpon-Wellspring']","['Gouging Fire', 'Whimsicott', 'Ogerpon-Wellspring', 'Farigiraf', 'Flutter Mane', 'Iron Hands']",0
"['Incineroar', 'Flutter Mane', 'Raging Bolt', 'Torkoal', 'Tornadus', 'Walking Wake']","['Chi-Yu', 'Flutter Mane', 'Indeedee-F', 'Iron Hands', 'Armarouge', 'Ogerpon-Wellspring']",0
"['Whimsicott', 'Urshifu-*', 'Landorus', 'Raging Bolt', 'Incineroar', 'Flutter Mane']","['Tyranitar', 'Excadrill', 'Salamence', 'Okidogi', 'Corviknight', 'Amoonguss']",0
"['Articuno', 'Ninetales-Alola', 'Incineroar', 'Urshifu-*', 'Raichu', 'Rillaboom']","['Tyranitar', 'Ogerpon-Cornerstone', 'Raging Bolt', 'Flutter Mane', 'Garganacl', 'Amoonguss']",1
"['Tornadus', 'Tsareena', 'Toxtricity', 'Politoed', 'Basculegion', 'Archaludon']","['Glastrier', 'Sinistcha', 'Incineroar', 'Porygon2', 'Raging Bolt', 'Ting-Lu']",0
"['Toxtricity', 'Flutter Mane', 'Orthworm', 'Iron Bundle', 'Raging Bolt', 'Pincurchin']","['Sudowoodo', 'Ursaluna-Bloodmoon', 'Farigiraf', 'Incineroar', 'Ogerpon-Wellspring', 'Flutter Mane']",0
"['Urshifu-*', 'Tornadus', 'Archaludon', 'Tsareena', 'Ting-Lu', 'Incineroar']","['Urshifu-*', 'Rillaboom', 'Incineroar', 'Raging Bolt', 'Landorus', 'Chien-Pao']",1
"['Metagross', 'Blastoise', 'Breloom', 'Electivire', 'Arcanine', 'Articuno']","['Rillaboom', 'Landorus', 'Chien-Pao', 'Incineroar', 'Urshifu-*', 'Raging Bolt']",1
"['Regidrago', 'Clefable', 'Flutter Mane', 'Indeedee-F', 'Iron Crown', 'Tornadus']","['Ting-Lu', 'Kommo-o', 'Porygon2', 'Incineroar', 'Amoonguss', 'Frosmoth']",1
"['Urshifu-*', 'Scream Tail', 'Primarina', 'Incineroar', 'Ursaluna-Bloodmoon', 'Sinistcha']","['Urshifu-*', 'Rillaboom', 'Incineroar', 'Landorus', 'Amoonguss', 'Gholdengo']",1
"['Minun', 'Ampharos', 'Toxtricity-Low-Key', 'Dedenne', 'Pachirisu', 'Golurk']","['Alcremie', 'Incineroar', 'Porygon2', 'Roaring Moon', 'Flutter Mane', 'Ogerpon-Wellspring']",1
"['Walking Wake', 'Meowstic', 'Tornadus', 'Rillaboom', 'Raging Bolt', 'Ogerpon-Hearthflame']","['Gholdengo', 'Landorus-Therian', 'Ogerpon-Wellspring', 'Tornadus', 'Urshifu-*', 'Flutter Mane']",1
"['Goodra-Hisui', 'Rotom-Heat', 'Corviknight', 'Ogerpon-Wellspring', 'Ursaluna', 'Tyranitar']","['Scizor', 'Urshifu-*', 'Farigiraf', 'Golem-Alola', 'Flutter Mane', 'Ogerpon-Hearthflame']",0
"['Gouging Fire', 'Chien-Pao', 'Dragapult', 'Flutter Mane', 'Rillaboom', 'Ogerpon-Wellspring']","['Farigiraf', 'Urshifu-*', 'Flutter Mane', 'Regieleki', 'Pelipper', 'Archaludon']",1
"['Amoonguss', 'Thundurus', 'Chien-Pao', 'Entei', 'Raging Bolt', 'Landorus']","['Raging Bolt', 'Ogerpon-Wellspring', 'Gholdengo', 'Incineroar', 'Rillaboom', 'Amoonguss']",1
"['Gouging Fire', 'Ogerpon', 'Iron Treads', 'Primarina', 'Tornadus', 'Amoonguss']","['Garchomp', 'Tyranitar', 'Rabsca', 'Indeedee-F', 'Metagross', 'Orthworm']",0
"['Regigigas', 'Weezing', 'Basculegion', 'Rillaboom', 'Arcanine-Hisui', 'Hippowdon']","['Incineroar', 'Farigiraf', 'Clefairy', 'Annihilape', 'Ogerpon-Wellspring', 'Ursaluna-Bloodmoon']",1
"['Ting-Lu', 'Chien-Pao', 'Dondozo', 'Gouging Fire', 'Dragonite', 'Rillaboom']","['Tyranitar', 'Ogerpon-Cornerstone', 'Urshifu-*', 'Sinistcha', 'Grimmsnarl', 'Annihilape']",1
"['Baxcalibur', 'Landorus', 'Raging Bolt', 'Urshifu-*', 'Flutter Mane', 'Farigiraf']","['Torkoal', 'Walking Wake', 'Sableye', 'Venusaur', 'Raging Bolt', 'Gouging Fire']",0
"['Iron Crown', 'Indeedee-F', 'Dondozo', 'Tatsugiri', 'Glimmora', 'Flutter Mane']","['Farigiraf', 'Urshifu-*', 'Flutter Mane', 'Regieleki', 'Pelipper', 'Archaludon']",1
"['Oranguru', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Indeedee-F', 'Ogerpon', 'Arboliva']","['Whimsicott', 'Urshifu-*', 'Landorus', 'Raging Bolt', 'Incineroar', 'Flutter Mane']",0
"['Chien-Pao', 'Raging Bolt', 'Rillaboom', 'Urshifu-*', 'Incineroar', 'Landorus']","['Glimmora', 'Ogerpon-Wellspring', 'Gouging Fire', 'Zapdos-Galar', 'Farigiraf', 'Ting-Lu']",1
"['Incineroar', 'Farigiraf', 'Rillaboom', 'Ogerpon-Wellspring', 'Landorus', 'Gholdengo']","['Tinkaton', 'Tornadus', 'Regieleki', 'Archaludon', 'Flutter Mane', 'Incineroar']",0
"['Latias', 'Urshifu-*', 'Blaziken', 'Ogerpon-Wellspring', 'Flutter Mane', 'Gholdengo']","['Tatsugiri', 'Dondozo', 'Chien-Pao', 'Flutter Mane', 'Dragonite', 'Glimmora']",0
"['Scizor', 'Urshifu-*', 'Farigiraf', 'Golem-Alola', 'Flutter Mane', 'Ogerpon-Hearthflame']","['Articuno', 'Ninetales-Alola', 'Annihilape', 'Raging Bolt', 'Ogerpon-Wellspring', 'Incineroar']",0
"['Luxray', 'Farigiraf', 'Flutter Mane', 'Incineroar', 'Azumarill', 'Rillaboom']","['Ninetales-Alola', 'Glastrier', 'Rotom-Wash', 'Incineroar', 'Gouging Fire', 'Amoonguss']",1
"['Terrakion', 'Whimsicott', 'Flutter Mane', 'Torkoal', 'Walking Wake', 'Regidrago']","['Dragapult', 'Torkoal', 'Raging Bolt', 'Incineroar', 'Flutter Mane', 'Whimsicott']",1
"['Urshifu-*', 'Iron Hands', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Tornadus', 'Ogerpon-Hearthflame']","['Regigigas', 'Weezing', 'Basculegion', 'Rillaboom', 'Arcanine-Hisui', 'Hippowdon']",0
"['Incineroar', 'Raging Bolt', 'Rillaboom', 'Urshifu-*', 'Amoonguss', 'Flutter Mane']","['Gouging Fire', 'Ogerpon', 'Iron Treads', 'Primarina', 'Tornadus', 'Amoonguss']",0
"['Torkoal', 'Walking Wake', 'Sableye', 'Venusaur', 'Raging Bolt', 'Gouging Fire']","['Flutter Mane', 'Incineroar', 'Ogerpon-Wellspring', 'Urshifu-*', 'Tornadus', 'Landorus']",1
"['Regice', 'Ninetales-Alola', 'Whimsicott', 'Okidogi', 'Arcanine-Hisui', 'Chien-Pao']","['Gouging Fire', 'Chien-Pao', 'Dragapult', 'Flutter Mane', 'Rillaboom', 'Ogerpon-Wellspring']",1
"['Scrafty', 'Metagross', 'Porygon2', 'Araquanid', 'Hydrapple', 'Flutter Mane']","['Porygon-Z', 'Clefairy', 'Flutter Mane', 'Indeedee', 'Annihilape', 'Comfey']",0
"['Whimsicott', 'Urshifu-*', 'Landorus', 'Raging Bolt', 'Incineroar', 'Flutter Mane']","['Regieleki', 'Basculegion-F', 'Pelipper', 'Cacturne']",0
"['Farigiraf', 'Urshifu-*', 'Flutter Mane', 'Regieleki', 'Pelipper', 'Archaludon']","['Ting-Lu', 'Ogerpon-Wellspring', 'Entei', 'Ninetales-Alola', 'Raging Bolt', 'Articuno']",1
"['Hawlucha', 'Tatsugiri', 'Magnezone', 'Avalugg-Hisui', 'Farigiraf', 'Clodsire']","['Iron Crown', 'Indeedee-F', 'Dondozo', 'Tatsugiri', 'Glimmora', 'Flutter Mane']",1
"['Indeedee-F', 'Gallade', 'Ursaluna', 'Hatterene', 'Torkoal', 'Lilligant-Hisui']","['Tyranitar', 'Ogerpon-Cornerstone', 'Raging Bolt', 'Flutter Mane', 'Garganacl', 'Amoonguss']",1
"['Indeedee-F', 'Archaludon', 'Incineroar', 'Exeggutor-Alola', 'Torkoal', 'Urshifu-*']","['Incineroar', 'Sylveon', 'Ting-Lu', 'Rillaboom', 'Raging Bolt', 'Urshifu-*']",1
"['Wyrdeer', 'Ursaluna', 'Kingambit', 'Milotic', 'Conkeldurr', 'Klefki']","['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']",1
"['Gouging Fire', 'Comfey', 'Ting-Lu', 'Thundurus', 'Primarina', 'Annihilape']","['Gouging Fire', 'Annihilape', 'Ogerpon-Wellspring', 'Grimmsnarl', 'Raging Bolt', 'Corviknight']",0
"['Flutter Mane', 'Ogerpon-Wellspring', 'Garchomp', 'Archaludon', 'Scizor', 'Tornadus']","['Archaludon', 'Greninja-*', 'Kilowattrel', 'Snorlax', 'Decidueye', 'Great Tusk']",1
"['Tornadus', 'Flutter Mane', 'Urshifu-*', 'Ogerpon-Wellspring', 'Landorus-Therian', 'Gholdengo']","['Thundurus-Therian', 'Tornadus', 'Ogerpon-Wellspring', 'Incineroar', 'Flutter Mane', 'Scizor']",0
"['Amoonguss', 'Incineroar', 'Kingambit', 'Ogerpon-Wellspring', 'Thundurus-Therian', 'Farigiraf']","['Torkoal', 'Walking Wake', 'Sableye', 'Venusaur', 'Raging Bolt', 'Gouging Fire']",0
"['Tinkaton', 'Tornadus', 'Regieleki', 'Archaludon', 'Flutter Mane', 'Incineroar']","['Whimsicott', 'Rillaboom', 'Weavile', 'Urshifu-*', 'Flutter Mane', 'Kommo-o']",0
"['Landorus-Therian', 'Gastrodon', 'Blaziken', 'Whimsicott', 'Iron Bundle', 'Indeedee-F']","['Torkoal', 'Farigiraf', 'Gastrodon', 'Flutter Mane', 'Breloom', 'Maushold-Four']",1
"['Oranguru', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Indeedee-F', 'Ogerpon', 'Arboliva']","['Smeargle', 'Flamigo', 'Muk-Alola', 'Espathra', 'Sableye', 'Grafaiai']",1
"['Feraligatr', 'Rillaboom', 'Incineroar', 'Chien-Pao', 'Tornadus', 'Sinistcha']","['Krookodile', 'Farigiraf', 'Incineroar', 'Smeargle', 'Sinistcha-Masterpiece']",1
"['Torkoal', 'Incineroar', 'Flutter Mane', 'Raging Bolt', 'Venusaur', 'Iron Bundle']","['Regice', 'Ninetales-Alola', 'Whimsicott', 'Okidogi', 'Arcanine-Hisui', 'Chien-Pao']",1
"['Gouging Fire', 'Chien-Pao', 'Dragapult', 'Flutter Mane', 'Rillaboom', 'Ogerpon-Wellspring']","['Incineroar', 'Ogerpon-Wellspring', 'Gholdengo', 'Ursaluna-Bloodmoon', 'Sinistcha-Masterpiece', 'Grimmsnarl']",0
"['Bronzong', 'Pelipper', 'Hydrapple', 'Incineroar', 'Rhyperior', 'Primarina']","['Politoed', 'Basculegion', 'Archaludon', 'Krookodile', 'Bronzong', 'Hatterene']",1
"['Charjabug', 'Flutter Mane', 'Abomasnow', 'Chi-Yu', 'Baxcalibur', 'Garganacl']","['Clefairy', 'Annihilape', 'Raging Bolt', 'Rillaboom', 'Incineroar', 'Primarina']",1
"['Iron Bundle', 'Landorus-Therian', 'Whimsicott', 'Annihilape', 'Alcremie', 'Chi-Yu']","['Moltres-Galar', 'Sableye', 'Comfey', 'Archaludon', 'Glastrier', 'Ogerpon-Wellspring']",1
"['Ursaluna-Bloodmoon', 'Tornadus', 'Farigiraf', 'Iron Hands', 'Ogerpon-Hearthflame', 'Urshifu-*']","['Landorus-Therian', 'Gastrodon', 'Blaziken', 'Whimsicott', 'Iron Bundle', 'Indeedee-F']",0
"['Gouging Fire', 'Annihilape', 'Ogerpon-Wellspring', 'Grimmsnarl', 'Raging Bolt', 'Corviknight']","['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']",1
"['Ogerpon-Wellspring', 'Baxcalibur', 'Articuno', 'Sinistcha', 'Ninetales-Alola', 'Incineroar']","['Wyrdeer', 'Ursaluna', 'Kingambit', 'Milotic', 'Conkeldurr', 'Klefki']",1
"['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']","['Moltres-Galar', 'Comfey', 'Tornadus', 'Raging Bolt', 'Entei', 'Ogerpon-Wellspring']",1
"['Regieleki', 'Basculegion-F', 'Pelipper', 'Cacturne']","['Gholdengo', 'Landorus-Therian', 'Ogerpon-Wellspring', 'Tornadus', 'Urshifu-*', 'Flutter Mane']",0
"['Alcremie', 'Incineroar', 'Porygon2', 'Roaring Moon', 'Flutter Mane', 'Ogerpon-Wellspring']","['Krookodile', 'Farigiraf', 'Incineroar', 'Smeargle', 'Sinistcha-Masterpiece']",0
"['Regice', 'Ninetales-Alola', 'Whimsicott', 'Okidogi', 'Arcanine-Hisui', 'Chien-Pao']","['Indeedee-F', 'Hatterene', 'Gallade', 'Torkoal', 'Lilligant-Hisui', 'Ursaluna']",1
"['Talonflame', 'Slither Wing', 'Tyranitar', 'Houndstone', 'Incineroar', 'Archaludon']","['Whimsicott', 'Rillaboom', 'Weavile', 'Urshifu-*', 'Flutter Mane', 'Kommo-o']",1
"['Indeedee-F', 'Archaludon', 'Incineroar', 'Exeggutor-Alola', 'Torkoal', 'Urshifu-*']","['Archaludon', 'Tornadus', 'Urshifu-*', 'Landorus-Therian', 'Bronzong', 'Flutter Mane']",1
"['Landorus', 'Archaludon', 'Farigiraf', 'Urshifu-*', 'Tornadus', 'Thwackey']","['Grafaiai', 'Sneasler', 'Venusaur', 'Slowbro-Galar', 'Gastrodon-East', 'Torkoal']",0
"['Kingambit', 'Gouging Fire', 'Flutter Mane', 'Ogerpon-Wellspring', 'Landorus', 'Rillaboom']","['Flutter Mane', 'Incineroar', 'Tornadus', 'Archaludon', 'Basculegion', 'Shiftry']",0
"['Landorus', 'Ogerpon-Wellspring', 'Flutter Mane', 'Rillaboom', 'Kingambit', 'Gouging Fire']","['Raging Bolt', 'Ogerpon-Wellspring', 'Gholdengo', 'Incineroar', 'Rillaboom', 'Amoonguss']",0
"['Snorlax', 'Sinistcha-Masterpiece', 'Landorus-Therian', 'Iron Hands', 'Clefairy', 'Kommo-o']","['Baxcalibur', 'Landorus', 'Raging Bolt', 'Urshifu-*', 'Flutter Mane', 'Farigiraf']",1
"['Empoleon', 'Tornadus-Therian', 'Serperior', 'Pelipper', 'Raging Bolt']","['Torkoal', 'Walking Wake', 'Sableye', 'Venusaur', 'Raging Bolt', 'Gouging Fire']",1
"['Regice', 'Ninetales-Alola', 'Whimsicott', 'Okidogi', 'Arcanine-Hisui', 'Chien-Pao']","['Ursaluna-Bloodmoon', 'Tornadus', 'Farigiraf', 'Iron Hands', 'Ogerpon-Hearthflame', 'Urshifu-*']",1
"['Landorus', 'Sableye', 'Espathra', 'Flutter Mane', 'Rillaboom', 'Torkoal']","['Tornadus', 'Landorus', 'Urshifu-*', 'Chien-Pao', 'Amoonguss', 'Archaludon']",0
"['Serperior', 'Zapdos-Galar', 'Gholdengo', 'Primarina', 'Tyranitar', 'Chi-Yu']","['Urshifu-*', 'Incineroar', 'Flutter Mane', 'Farigiraf', 'Tornadus', 'Archaludon']",0
"['Gouging Fire', 'Chien-Pao', 'Dragapult', 'Flutter Mane', 'Rillaboom', 'Ogerpon-Wellspring']","['Torkoal', 'Incineroar', 'Flutter Mane', 'Raging Bolt', 'Venusaur', 'Iron Bundle']",0
"['Vikavolt', 'Wyrdeer', 'Milotic', 'Incineroar', 'Conkeldurr', 'Chien-Pao']","['Ogerpon-Wellspring', 'Incineroar', 'Rillaboom', 'Ursaluna', 'Bellibolt', 'Oranguru']",0
